accession	description	length	host_raw	host_canonical	host_group	host_ambiguous	country_raw	country	collection_date_raw	collection_date	decimal_year	date_precision	strain	isolate	lat_lon	is_vaccine	vaccine_pattern	has_H	H_length	H_source	has_F	has_N	is_complete_genome	exclude_reason
OK666961.1	Morbillivirus canis isolate 14-036532-0002_W612 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2014	2014	2014.5	year		14-036532-0002_W612		False		True	1338	annotation	False	False	False	
OK666960.1	Morbillivirus canis isolate 14-024360-0001_W0093 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2014	2014	2014.5	year		14-024360-0001_W0093		False		True	1338	annotation	False	False	False	
OK666959.1	Morbillivirus canis isolate 14-007728-0001_W0605 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2014	2014	2014.5	year		14-007728-0001_W0605		False		True	1338	annotation	False	False	False	
OK666958.1	Morbillivirus canis isolate 14-007726-0001 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2014	2014	2014.5	year		14-007726-0001		False		True	1338	annotation	False	False	False	
OK666957.1	Morbillivirus canis isolate 14-004998-0001_W0018 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2014	2014	2014.5	year		14-004998-0001_W0018		False		True	1338	annotation	False	False	False	
OK666956.1	Morbillivirus canis isolate 14-003790-0001_W0013 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2014	2014	2014.5	year		14-003790-0001_W0013		False		True	1338	annotation	False	False	False	
OK666955.1	Morbillivirus canis isolate 13-038105-0001_W0160 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2013	2013	2013.5	year		13-038105-0001_W0160		False		True	1338	annotation	False	False	False	
OK666954.1	Morbillivirus canis isolate 13-036749-0002_W0153 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2013	2013	2013.5	year		13-036749-0002_W0153		False		True	1338	annotation	False	False	False	
OK666953.1	Morbillivirus canis isolate 13-023578-0003_W0127 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2013	2013	2013.5	year		13-023578-0003_W0127		False		True	1338	annotation	False	False	False	
OK666952.1	Morbillivirus canis isolate 13-023577-0001_W0126 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2013	2013	2013.5	year		13-023577-0001_W0126		False		True	1338	annotation	False	False	False	
OK666951.1	Morbillivirus canis isolate 13-022919-0005_W0098 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2013	2013	2013.5	year		13-022919-0005_W0098		False		True	1338	annotation	False	False	False	
OK666950.1	Morbillivirus canis isolate 13-022503-0002_W0098 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2013	2013	2013.5	year		13-022503-0002_W0098		False		True	1338	annotation	False	False	False	
OK666949.1	Morbillivirus canis isolate 13-019249-0001_W0083 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2013	2013	2013.5	year		13-019249-0001_W0083		False		True	1338	annotation	False	False	False	
OK666948.1	Morbillivirus canis isolate 13-019244-0001_W0085 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2013	2013	2013.5	year		13-019244-0001_W0085		False		True	1338	annotation	False	False	False	
OK666947.1	Morbillivirus canis isolate 13-018811-0001_W0084 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2013	2013	2013.5	year		13-018811-0001_W0084		False		True	1338	annotation	False	False	False	
OK666946.1	Morbillivirus canis isolate 13-010527-0001_W0339 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2013	2013	2013.5	year		13-010527-0001_W0339		False		True	1338	annotation	False	False	False	
OK666945.1	Morbillivirus canis isolate 13-009341-0001_W0046 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2013	2013	2013.5	year		13-009341-0001_W0046		False		True	1338	annotation	False	False	False	
OK666944.1	Morbillivirus canis isolate 13-007560-0003_W0023 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2013	2013	2013.5	year		13-007560-0003_W0023		False		True	1338	annotation	False	False	False	
OK666943.1	Morbillivirus canis isolate 13-007558-0003_W0022 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2013	2013	2013.5	year		13-007558-0003_W0022		False		True	1338	annotation	False	False	False	
OK666942.1	Morbillivirus canis isolate 12-088576-0003_W0377 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2012	2012	2012.5	year		12-088576-0003_W0377		False		True	1338	annotation	False	False	False	
OK666941.1	Morbillivirus canis isolate 12-074777-0003_W0300 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2012	2012	2012.5	year		12-074777-0003_W0300		False		True	1338	annotation	False	False	False	
OK666940.1	Morbillivirus canis isolate 10-086499-0001_W501 hemagglutinin (H) gene, partial cds	1338	raccoon	Procyon lotor	procyonid	False	Canada	Canada	2010	2010	2010.5	year		10-086499-0001_W501		False		True	1338	annotation	False	False	False	
OK666939.1	Morbillivirus canis isolate 14-059336-0001_W255 hemagglutinin (H) gene, partial cds	1338	American badger	Meles meles	mustelid	False	Canada	Canada	2014	2014	2014.5	year		14-059336-0001_W255		False		True	1338	annotation	False	False	False	
OK666938.1	Morbillivirus canis isolate 14-059322-0004_W262 hemagglutinin (H) gene, partial cds	1338	American badger	Meles meles	mustelid	False	Canada	Canada	2014	2014	2014.5	year		14-059322-0004_W262		False		True	1338	annotation	False	False	False	
OK666937.1	Morbillivirus canis isolate 17-103600-0001 hemagglutinin (H) gene, partial cds	1291	coyote	Canis latrans	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-103600-0001		False		True	1291	annotation	False	False	False	
OK666936.1	Morbillivirus canis isolate 17-071169-0001 hemagglutinin (H) gene, partial cds	1338	coyote	Canis latrans	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-071169-0001		False		True	1338	annotation	False	False	False	
OK666935.1	Morbillivirus canis isolate 17-052939-0001 hemagglutinin (H) gene, partial cds	1320	coyote	Canis latrans	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-052939-0001		False		True	1320	annotation	False	False	False	
OK666934.1	Morbillivirus canis isolate 17-048635-0001 hemagglutinin (H) gene, partial cds	1338	coyote	Canis latrans	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-048635-0001		False		True	1338	annotation	False	False	False	
OK666933.1	Morbillivirus canis isolate 17-043577-0001 hemagglutinin (H) gene, partial cds	1338	coyote	Canis latrans	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-043577-0001		False		True	1338	annotation	False	False	False	
OK666932.1	Morbillivirus canis isolate 17-043563-0001 hemagglutinin (H) gene, partial cds	1338	coyote	Canis latrans	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-043563-0001		False		True	1338	annotation	False	False	False	
OK666931.1	Morbillivirus canis isolate 17-042676-0002 hemagglutinin (H) gene, partial cds	1332	coyote	Canis latrans	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-042676-0002		False		True	1332	annotation	False	False	False	
OK666930.1	Morbillivirus canis isolate 17-042676-0001 hemagglutinin (H) gene, partial cds	1239	coyote	Canis latrans	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-042676-0001		False		True	1239	annotation	False	False	False	
OK666929.1	Morbillivirus canis isolate 17-039783-0002 hemagglutinin (H) gene, partial cds	1338	coyote	Canis latrans	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-039783-0002		False		True	1338	annotation	False	False	False	
OK666928.1	Morbillivirus canis isolate 16-020915-0091_c-0059 hemagglutinin (H) gene, partial cds	1338	coyote	Canis latrans	wild_canid	False	Canada	Canada	2016	2016	2016.5	year		16-020915-0091_c-0059		False		True	1338	annotation	False	False	False	
OK666927.1	Morbillivirus canis isolate 15-095867-0022 hemagglutinin (H) gene, partial cds	1314	coyote	Canis latrans	wild_canid	False	Canada	Canada	2015	2015	2015.5	year		15-095867-0022		False		True	1314	annotation	False	False	False	
OK666926.1	Morbillivirus canis isolate 15-013221-0006_W636 hemagglutinin (H) gene, partial cds	1338	coyote	Canis latrans	wild_canid	False	Canada	Canada	2015	2015	2015.5	year		15-013221-0006_W636		False		True	1338	annotation	False	False	False	
OK666925.1	Morbillivirus canis isolate 15-011953-0002_W626 hemagglutinin (H) gene, partial cds	1338	coyote	Canis latrans	wild_canid	False	Canada	Canada	2015	2015	2015.5	year		15-011953-0002_W626		False		True	1338	annotation	False	False	False	
OK666924.1	Morbillivirus canis isolate 15-011555-0002_W624 hemagglutinin (H) gene, partial cds	1338	coyote	Canis latrans	wild_canid	False	Canada	Canada	2015	2015	2015.5	year		15-011555-0002_W624		False		True	1338	annotation	False	False	False	
OK666923.1	Morbillivirus canis isolate 15-009197-0003_W615 hemagglutinin (H) gene, partial cds	1338	coyote	Canis latrans	wild_canid	False	Canada	Canada	2015	2015	2015.5	year		15-009197-0003_W615		False		True	1338	annotation	False	False	False	
OK666922.1	Morbillivirus canis isolate 15-008799-0006_W613 hemagglutinin (H) gene, partial cds	1338	coyote	Canis latrans	wild_canid	False	Canada	Canada	2015	2015	2015.5	year		15-008799-0006_W613		False		True	1338	annotation	False	False	False	
OK666921.1	Morbillivirus canis isolate 15-008799-0004_W612 hemagglutinin (H) gene, partial cds	1338	coyote	Canis latrans	wild_canid	False	Canada	Canada	2015	2015	2015.5	year		15-008799-0004_W612		False		True	1338	annotation	False	False	False	
OK666920.1	Morbillivirus canis isolate 15-005752-0007_W608 hemagglutinin (H) gene, partial cds	1338	coyote	Canis latrans	wild_canid	False	Canada	Canada	2015	2015	2015.5	year		15-005752-0007_W608		False		True	1338	annotation	False	False	False	
OK666919.1	Morbillivirus canis isolate 13-030613-0001_D13-01786 hemagglutinin (H) gene, partial cds	1338	coyote	Canis latrans	wild_canid	False	Canada	Canada	2013	2013	2013.5	year		13-030613-0001_D13-01786		False		True	1338	annotation	False	False	False	
OK666918.1	Morbillivirus canis isolate 15-071475-0001 hemagglutinin (H) gene, partial cds	1338	domestic dog	Canis lupus familiaris	domestic_dog	False	Canada	Canada	2015	2015	2015.5	year		15-071475-0001		False		True	1338	annotation	False	False	False	
OK666917.1	Morbillivirus canis isolate 12-057269-0001 hemagglutinin (H) gene, partial cds	1338	domestic dog	Canis lupus familiaris	domestic_dog	False	Canada	Canada	2012	2012	2012.5	year		12-057269-0001		False		True	1338	annotation	False	False	False	
OK666915.1	Morbillivirus canis isolate 18-020924-0001 hemagglutinin (H) gene, partial cds	1338	arctic fox	Vulpes lagopus	wild_canid	False	Canada	Canada	2018	2018	2018.5	year		18-020924-0001		False		True	1338	annotation	False	False	False	
OK666914.1	Morbillivirus canis isolate 17-081515-0002 hemagglutinin (H) gene, partial cds	1338	red fox	Vulpes vulpes	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-081515-0002		False		True	1338	annotation	False	False	False	
OK666913.1	Morbillivirus canis isolate 17-081515-0001 hemagglutinin (H) gene, partial cds	1338	red fox	Vulpes vulpes	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-081515-0001		False		True	1338	annotation	False	False	False	
OK666912.1	Morbillivirus canis isolate 17-078308-0001 hemagglutinin (H) gene, partial cds	1338	red fox	Vulpes vulpes	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-078308-0001		False		True	1338	annotation	False	False	False	
OK666911.1	Morbillivirus canis isolate 17-066017-0003 hemagglutinin (H) gene, partial cds	1338	red fox	Vulpes vulpes	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-066017-0003		False		True	1338	annotation	False	False	False	
OK666910.1	Morbillivirus canis isolate 17-066017-0002 hemagglutinin (H) gene, partial cds	1338	red fox	Vulpes vulpes	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-066017-0002		False		True	1338	annotation	False	False	False	
OK666909.1	Morbillivirus canis isolate 17-054781-0001 hemagglutinin (H) gene, partial cds	1338	red fox	Vulpes vulpes	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-054781-0001		False		True	1338	annotation	False	False	False	
OK666908.1	Morbillivirus canis isolate 17-054779-0002 hemagglutinin (H) gene, partial cds	1338	red fox	Vulpes vulpes	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-054779-0002		False		True	1338	annotation	False	False	False	
OK666907.1	Morbillivirus canis isolate 17-054779-0001 hemagglutinin (H) gene, partial cds	1158	red fox	Vulpes vulpes	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-054779-0001		False		True	1158	annotation	False	False	False	
OK666906.1	Morbillivirus canis isolate 17-049088-0001 hemagglutinin (H) gene, partial cds	1338	red fox	Vulpes vulpes	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-049088-0001		False		True	1338	annotation	False	False	False	
OK666905.1	Morbillivirus canis isolate 17-043672-0001 hemagglutinin (H) gene, partial cds	1338	red fox	Vulpes vulpes	wild_canid	False	Canada	Canada	2017	2017	2017.5	year		17-043672-0001		False		True	1338	annotation	False	False	False	
OK666904.1	Morbillivirus canis isolate 16-003555-0002 hemagglutinin (H) gene, partial cds	1338	red fox	Vulpes vulpes	wild_canid	False	Canada	Canada	2016	2016	2016.5	year		16-003555-0002		False		True	1338	annotation	False	False	False	
OK666903.1	Morbillivirus canis isolate 17-078291-0006 hemagglutinin (H) gene, partial cds	1338	mink	Neovison vison	mustelid	False	Canada	Canada	2017	2017	2017.5	year		17-078291-0006		False		True	1338	annotation	False	False	False	
OK666902.1	Morbillivirus canis isolate 16-058498-0004 hemagglutinin (H) gene, partial cds	1338	mink	Neovison vison	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-058498-0004		False		True	1338	annotation	False	False	False	
OK666901.1	Morbillivirus canis isolate 13-069420-0003 hemagglutinin (H) gene, partial cds	1338	mink	Neovison vison	mustelid	False	Canada	Canada	2013	2013	2013.5	year		13-069420-0003		False		True	1338	annotation	False	False	False	
OK666900.1	Morbillivirus canis isolate 13-069420-0002 hemagglutinin (H) gene, partial cds	1338	mink	Neovison vison	mustelid	False	Canada	Canada	2013	2013	2013.5	year		13-069420-0002		False		True	1338	annotation	False	False	False	
OK666899.1	Morbillivirus canis isolate 13-068513-0003 hemagglutinin (H) gene, partial cds	1338	mink	Neovison vison	mustelid	False	Canada	Canada	2013	2013	2013.5	year		13-068513-0003		False		True	1338	annotation	False	False	False	
OK666898.1	Morbillivirus canis isolate 13-068513-0002 hemagglutinin (H) gene, partial cds	1338	mink	Neovison vison	mustelid	False	Canada	Canada	2013	2013	2013.5	year		13-068513-0002		False		True	1338	annotation	False	False	False	
OK666897.1	Morbillivirus canis isolate 13-068513-0001 hemagglutinin (H) gene, partial cds	1338	mink	Neovison vison	mustelid	False	Canada	Canada	2013	2013	2013.5	year		13-068513-0001		False		True	1338	annotation	False	False	False	
OK666896.1	Morbillivirus canis isolate 13-066597-0005 hemagglutinin (H) gene, partial cds	1338	mink	Neovison vison	mustelid	False	Canada	Canada	2013	2013	2013.5	year		13-066597-0005		False		True	1338	annotation	False	False	False	
OK666895.1	Morbillivirus canis isolate 13-066597-0004 hemagglutinin (H) gene, partial cds	1338	mink	Neovison vison	mustelid	False	Canada	Canada	2013	2013	2013.5	year		13-066597-0004		False		True	1338	annotation	False	False	False	
OK666894.1	Morbillivirus canis isolate 13-066597-0003 hemagglutinin (H) gene, partial cds	1338	mink	Neovison vison	mustelid	False	Canada	Canada	2013	2013	2013.5	year		13-066597-0003		False		True	1338	annotation	False	False	False	
OK666893.1	Morbillivirus canis isolate 13-066597-0002 hemagglutinin (H) gene, partial cds	1338	mink	Neovison vison	mustelid	False	Canada	Canada	2013	2013	2013.5	year		13-066597-0002		False		True	1338	annotation	False	False	False	
OK666892.1	Morbillivirus canis isolate 13-066597-0001 hemagglutinin (H) gene, partial cds	1338	mink	Neovison vison	mustelid	False	Canada	Canada	2013	2013	2013.5	year		13-066597-0001		False		True	1338	annotation	False	False	False	
OK666891.1	Morbillivirus canis isolate 09-060885-0012 hemagglutinin (H) gene, partial cds	1338	mink	Neovison vison	mustelid	False	Canada	Canada	2009	2009	2009.5	year		09-060885-0012		False		True	1338	annotation	False	False	False	
OK666890.1	Morbillivirus canis isolate 16-071130-0005 hemagglutinin (H) gene, partial cds	1338	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-071130-0005		False		True	1338	annotation	False	False	False	
OK666889.1	Morbillivirus canis isolate 16-071130-0004 hemagglutinin (H) gene, partial cds	1314	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-071130-0004		False		True	1314	annotation	False	False	False	
OK666888.1	Morbillivirus canis isolate 16-071130-0003 hemagglutinin (H) gene, partial cds	1338	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-071130-0003		False		True	1338	annotation	False	False	False	
OK666887.1	Morbillivirus canis isolate 16-042036-0023 hemagglutinin (H) gene, partial cds	1338	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-042036-0023		False		True	1338	annotation	False	False	False	
OK666886.1	Morbillivirus canis isolate 16-042036-0022 hemagglutinin (H) gene, partial cds	1338	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-042036-0022		False		True	1338	annotation	False	False	False	
OK666885.1	Morbillivirus canis isolate 16-042036-0020 hemagglutinin (H) gene, partial cds	1338	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-042036-0020		False		True	1338	annotation	False	False	False	
OK666884.1	Morbillivirus canis isolate 16-042036-0018 hemagglutinin (H) gene, partial cds	1338	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-042036-0018		False		True	1338	annotation	False	False	False	
OK666883.1	Morbillivirus canis isolate 16-042036-0017 hemagglutinin (H) gene, partial cds	1338	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-042036-0017		False		True	1338	annotation	False	False	False	
OK666882.1	Morbillivirus canis isolate 16-042036-0016 hemagglutinin (H) gene, partial cds	1338	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-042036-0016		False		True	1338	annotation	False	False	False	
OK666881.1	Morbillivirus canis isolate 16-042036-0014 hemagglutinin (H) gene, partial cds	1338	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-042036-0014		False		True	1338	annotation	False	False	False	
OK666880.1	Morbillivirus canis isolate 16-042036-0013 hemagglutinin (H) gene, partial cds	1338	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-042036-0013		False		True	1338	annotation	False	False	False	
OK666879.1	Morbillivirus canis isolate 16-024678-0003 hemagglutinin (H) gene, partial cds	1308	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-024678-0003		False		True	1308	annotation	False	False	False	
OK666878.1	Morbillivirus canis isolate 16-022048-0022 hemagglutinin (H) gene, partial cds	1329	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-022048-0022		False		True	1329	annotation	False	False	False	
OK666877.1	Morbillivirus canis isolate 16-021379-0005_W98 hemagglutinin (H) gene, partial cds	1329	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-021379-0005_W98		False		True	1329	annotation	False	False	False	
OK666876.1	Morbillivirus canis isolate 16-021379-0003_E96 hemagglutinin (H) gene, partial cds	1328	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-021379-0003_E96		False		True	1328	annotation	False	False	False	
OK666875.1	Morbillivirus canis isolate 16-003558-0001 hemagglutinin (H) gene, partial cds	1338	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2016	2016	2016.5	year		16-003558-0001		False		True	1338	annotation	False	False	False	
OK666874.1	Morbillivirus canis isolate 15-094649-0001_W590 hemagglutinin (H) gene, partial cds	1338	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2015	2015	2015.5	year		15-094649-0001_W590		False		True	1338	annotation	False	False	False	
OK666873.1	Morbillivirus canis isolate 15-053850-0003_W395 hemagglutinin (H) gene, partial cds	1338	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2015	2015	2015.5	year		15-053850-0003_W395		False		True	1338	annotation	False	False	False	
OK666872.1	Morbillivirus canis isolate 15-043235-0002_W287 hemagglutinin (H) gene, partial cds	1338	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2015	2015	2015.5	year		15-043235-0002_W287		False		True	1338	annotation	False	False	False	
OK666871.1	Morbillivirus canis isolate 10-026748-0002_W135 hemagglutinin (H) gene, partial cds	1338	striped skunk	Mephitis mephitis	mustelid	False	Canada	Canada	2010	2010	2010.5	year		10-026748-0002_W135		False		True	1338	annotation	False	False	False	
OK666870.1	Morbillivirus canis isolate 16-058069-0001 hemagglutinin (H) gene, partial cds	1338	wolf	Canis lupus	wild_canid	False	Canada	Canada	2016	2016	2016.5	year		16-058069-0001		False		True	1338	annotation	False	False	False	
MW013491.1	Canine morbillivirus isolate YZ18/08 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	2018	2018	2018.5	year		YZ18/08		False		True	1824	annotation	False	False	False	
MW013490.1	Canine morbillivirus isolate YZ20/01 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	2020	2020	2020.5	year		YZ20/01		False		True	1824	annotation	False	False	False	
MW013489.1	Canine morbillivirus isolate YZ18/09 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	2018	2018	2018.5	year		YZ18/09		False		True	1824	annotation	False	False	False	
MW013488.1	Canine morbillivirus isolate YZ17/3.2 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	2017	2017	2017.5	year		YZ17/3.2		False		True	1824	annotation	False	False	False	
MW013487.1	Canine morbillivirus isolate YZ17/3.1 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	2017	2017	2017.5	year		YZ17/3.1		False		True	1824	annotation	False	False	False	
MW013486.1	Canine morbillivirus isolate NJ19 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	2019	2019	2019.5	year		NJ19		False		True	1824	annotation	False	False	False	
MT773247.1	Canine morbillivirus isolate N90 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N90		False		True	738	length_heuristic_partial	False	False	False	
MT773246.1	Canine morbillivirus isolate N62 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N62		False		True	738	length_heuristic_partial	False	False	False	
MT773245.1	Canine morbillivirus isolate N584 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N584		False		True	738	length_heuristic_partial	False	False	False	
MT773244.1	Canine morbillivirus isolate N554 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N554		False		True	738	length_heuristic_partial	False	False	False	
MT773243.1	Canine morbillivirus isolate N513 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N513		False		True	738	length_heuristic_partial	False	False	False	
MT773242.1	Canine morbillivirus isolate N481 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N481		False		True	738	length_heuristic_partial	False	False	False	
MT773241.1	Canine morbillivirus isolate N473 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N473		False		True	738	length_heuristic_partial	False	False	False	
MT773240.1	Canine morbillivirus isolate N469 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N469		False		True	738	length_heuristic_partial	False	False	False	
MT773239.1	Canine morbillivirus isolate N467 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N467		False		True	738	length_heuristic_partial	False	False	False	
MT773238.1	Canine morbillivirus isolate N466 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N466		False		True	738	length_heuristic_partial	False	False	False	
MT773237.1	Canine morbillivirus isolate N464 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N464		False		True	738	length_heuristic_partial	False	False	False	
MT773236.1	Canine morbillivirus isolate N455 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N455		False		True	738	length_heuristic_partial	False	False	False	
MT773235.1	Canine morbillivirus isolate N435 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N435		False		True	738	length_heuristic_partial	False	False	False	
MT773234.1	Canine morbillivirus isolate N434 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N434		False		True	738	length_heuristic_partial	False	False	False	
MT773233.1	Canine morbillivirus isolate N423 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N423		False		True	738	length_heuristic_partial	False	False	False	
MT773232.1	Canine morbillivirus isolate N400 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N400		False		True	738	length_heuristic_partial	False	False	False	
MT773231.1	Canine morbillivirus isolate N394 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N394		False		True	738	length_heuristic_partial	False	False	False	
